Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
1494	0	-7286.555	-7224.992	-61.56284	1.873056	14.92739	0.277635	0.640798	1.06646	2.0151	10.52268
1495	1	-7293.156	-7232.147	-61.00872	1.921944	14.88213	0.283776	0.646448	1.06791	2.00187	10.48521
1496	0	-7278.7	-7235.395	-43.30531	2.248243	16.41478	0.32121	0.679057	1.07512	1.92461	9.370438
1497	1	-7295.009	-7228.895	-66.11365	1.823642	13.50675	0.271274	0.634846	1.06488	2.029	10.79533
1498	0	-7284.35	-7229.206	-55.14351	2.482358	17.57613	0.344778	0.698134	1.07842	1.87866	10.03779
1499	1	-7280.229	-7220.312	-59.91746	2.431381	15.63524	0.339853	0.694233	1.0778	1.88811	10.40907
1500	0	-7287.671	-7224.108	-63.56269	1.734691	14.40987	0.259409	0.623469	1.06167	2.05545	10.65234
1501	1	-7306.479	-7237.46	-69.01848	1.788444	14.38243	0.266643	0.63045	1.06367	2.03924	11.03104
1502	0	-7315.185	-7245.444	-69.74052	1.670023	13.55065	0.250433	0.61461	1.05902	2.07594	11.06592
1503	1	-7277.826	-7219.537	-58.28906	1.971742	14.64905	0.289878	0.651975	1.06927	1.98888	10.29607
1504	0	-7302.673	-7238.124	-64.54927	2.038655	14.86914	0.297846	0.659062	1.07093	1.97216	10.7232
1505	1	-7296.175	-7225.233	-70.9428	1.812241	15.03251	0.269783	0.633437	1.06449	2.03229	11.14684
1506	0	-7321.35	-7246.578	-74.77153	2.17875	18.33065	0.313717	0.672768	1.07388	1.93963	11.05634
1507	1	-7318.391	-7250.945	-67.44607	1.67468	14.28227	0.25109	0.615266	1.05922	2.07442	10.92093
1508	0	-7318.059	-7252.435	-65.62463	2.427752	15.06764	0.339498	0.69395	1.07776	1.88879	10.79237
1509	1	-7299.078	-7234.367	-64.71113	1.853067	13.22918	0.275081	0.638421	1.06584	2.02066	10.66731
1510	0	-7280.749	-7228.621	-52.12877	2.041442	17.10089	0.298172	0.659349	1.07099	1.97149	9.887942
1511	1	-7284.283	-7218.145	-66.13786	2.102532	16.77609	0.305214	0.665492	1.07236	1.95694	10.73429
1512	0	-7298.849	-7237.976	-60.87294	2.295231	15.82271	0.326141	0.683136	1.07588	1.91484	10.46504
1513	1	-7293.939	-7233.914	-60.0254	2.110818	14.65628	0.306154	0.666303	1.07253	1.95501	10.41479
1514	0	-7296.909	-7245.266	-51.64342	1.860973	16.12614	0.276094	0.639366	1.06609	2.01845	9.881675
1515	1	-7294.617	-7223.568	-71.04964	1.730678	13.98024	0.25886	0.622935	1.06152	2.05669	11.1728
1516	0	-7281.308	-7226.044	-55.26415	1.950064	14.95393	0.28724	0.649596	1.06869	1.99448	10.10157
1517	1	-7288.966	-7231.419	-57.54702	2.362493	15.18096	0.33302	0.688746	1.07688	1.90135	10.25769
1518	0	-7280.576	-7227.404	-53.17185	1.812716	15.8618	0.269845	0.633496	1.06451	2.03215	9.978287
1519	1	-7280.605	-7223.932	-56.67276	2.1474	18.01329	0.310257	0.669825	1.07328	1.94664	10.09381
1520	0	-7300.958	-7243.149	-57.80966	2.119884	14.71808	0.307177	0.667185	1.07272	1.95292	10.2657
1521	1	-7263.559	-7210.538	-53.02084	2.027046	17.31498	0.296482	0.657859	1.07065	1.97501	9.930415
1522	0	-7297.751	-7234.604	-63.14727	1.795472	13.79689	0.267575	0.631339	1.06391	2.03717	10.59712
1523	1	-7275.981	-7217.559	-58.42211	1.802141	15.01883	0.268455	0.632177	1.06415	2.03522	10.31375
1524	0	-7277.876	-7226.926	-50.94995	2.253394	15.41199	0.321756	0.679511	1.07521	1.92353	9.830659
1525	1	-7307.868	-7246.933	-60.93454	1.860933	17.65076	0.276089	0.639361	1.06609	2.01846	10.36124
1526	0	-7294.669	-7243.41	-51.25809	2.439714	15.62848	0.340665	0.69488	1.07791	1.88655	9.855128
1527	1	-7295.144	-7231.571	-63.57321	2.130141	16.11449	0.30833	0.668176	1.07293	1.95057	10.62206
1528	0	-7288.466	-7235.823	-52.64272	1.692581	15.09988	0.253599	0.61776	1.05998	2.06866	9.931954
1529	1	-7280.555	-7230.026	-50.52888	2.181831	18.07537	0.314055	0.673054	1.07394	1.93895	9.7492
1530	0	-7296.192	-7231.821	-64.37136	2.361138	14.91235	0.332883	0.688636	1.07686	1.90162	10.71095
1531	1	-7293.502	-7228.255	-65.24608	2.138911	13.78608	0.309311	0.669017	1.07311	1.94857	10.74867
1532	0	-7281.282	-7227.143	-54.13871	2.156464	15.38137	0.311263	0.670683	1.07345	1.9446	10.03712
1533	1	-7297.884	-7235.533	-62.35029	1.86391	15.44221	0.27647	0.639715	1.06618	2.01764	10.56971
1534	0	-7290.666	-7227.019	-63.64689	2.078408	15.96977	0.302458	0.663101	1.07183	1.96261	10.63379
1535	1	-7285.299	-7224.843	-60.45632	2.165762	15.16831	0.31229	0.671557	1.07363	1.94252	10.44936
1536	0	-7309.163	-7241.296	-67.86742	1.848279	15.48787	0.274465	0.637845	1.06568	2.02201	10.92487
1537	1	-7266.964	-7231.668	-35.29609	2.183706	16.42946	0.31426	0.673227	1.07397	1.93854	8.883155
1538	0	-7302.514	-7236.637	-65.87644	2.073658	16.3015	0.301912	0.662625	1.07173	1.96374	10.75315
1539	1	-7268.559	-7215.912	-52.64682	2.120385	14.38963	0.307234	0.667234	1.07273	1.9528	9.893281
1540	0	-7306.931	-7234.458	-72.47336	2.05951	13.97862	0.300277	0.661196	1.07141	1.96712	11.27463
1541	1	-7291.855	-7239.464	-52.39089	2.226334	16.15415	0.318874	0.677108	1.07474	1.92927	9.927762
1542	0	-7288.184	-7228.186	-59.99772	2.658971	14.711	0.361028	0.710708	1.08022	1.84804	10.41421
1543	1	-7281.917	-7228.144	-53.77271	2.525344	15.19172	0.348846	0.701325	1.07891	1.87092	10.00935
1544	0	-7284.716	-7227.467	-57.24951	1.863717	14.41722	0.276445	0.639692	1.06617	2.01769	10.21461
1545	1	-7283.78	-7230.261	-53.51929	2.222833	16.82313	0.318498	0.676794	1.07468	1.93003	9.980436
1546	0	-7288.337	-7223.456	-64.88021	2.437047	14.37629	0.340406	0.694673	1.07788	1.88705	10.7432
1547	1	-7295.864	-7247.117	-48.7466	1.880094	16.0849	0.278529	0.641626	1.06668	2.01317	9.701798
1548	0	-7290.986	-7217.198	-73.78858	2.374078	13.38899	0.334184	0.689687	1.07705	1.89908	11.35996
1549	1	-7288.329	-7238.14	-50.18892	1.958769	14.1427	0.288303	0.650556	1.06892	1.99222	9.698668
1550	0	-7285.981	-7221.504	-64.47714	1.783801	15.553	0.266026	0.62986	1.0635	2.04061	10.70375
1551	1	-7290.524	-7224.955	-65.56942	2.45541	15.25926	0.342188	0.696088	1.0781	1.88362	10.78405
1552	0	-7287.228	-7223.989	-63.2387	1.861286	14.80034	0.276134	0.639403	1.0661	2.01837	10.63498
1553	1	-7286.306	-7222.991	-63.3146	2.227318	14.36092	0.318979	0.677196	1.07476	1.92906	10.6339
1554	0	-7295.882	-7236.273	-59.60927	2.039971	13.89718	0.298	0.659198	1.07096	1.97184	10.34852
1555	1	-7300.832	-7233.846	-66.98549	1.922999	15.43532	0.283906	0.646568	1.06794	2.00159	10.87016
1556	0	-7289.914	-7235.256	-54.65861	2.068285	15.42731	0.301292	0.662084	1.07161	1.96502	10.07146
1557	1	-7282.66	-7229.068	-53.59156	2.16742	15.54653	0.312473	0.671712	1.07367	1.94215	10.00378
1558	0	-7304.084	-7238.692	-65.39202	2.122021	13.90302	0.307418	0.667392	1.07276	1.95243	10.76489
1559	1	-7293.366	-7230.958	-62.4081	2.028388	15.50032	0.29664	0.657999	1.07068	1.97468	10.57208
1560	0	-7304.69	-7242.006	-62.68327	2.271205	15.09339	0.323633	0.681067	1.0755	1.9198	10.59695
1561	1	-7288.403	-7223.023	-65.37992	2.030033	15.8596	0.296834	0.65817	1.07072	1.97427	10.74805
1562	0	-7290.831	-7231.287	-59.54436	1.739559	15.99338	0.260072	0.624115	1.06186	2.05395	10.37616
1563	1	-7286.865	-7223.282	-63.58253	2.364989	13.12079	0.333271	0.68895	1.07692	1.90086	10.57011
1564	0	-7292.357	-7230.368	-61.98884	1.994022	16.81259	0.29256	0.654377	1.06984	1.98322	10.48458
1565	1	-7295.129	-7229.744	-65.38495	1.785777	16.05229	0.266289	0.630112	1.06357	2.04003	10.73807
1566	0	-7299.141	-7249.129	-50.01163	2.023563	14.59987	0.296071	0.657496	1.07057	1.97586	9.727394
1567	1	-7297.492	-7226.992	-70.50071	2.399912	14.36673	0.336757	0.691758	1.0774	1.89409	11.13424
1568	0	-7287.722	-7224.57	-63.152	1.865467	15.02229	0.276669	0.6399	1.06623	2.0172	10.62865
1569	1	-7282.169	-7216.747	-65.42147	1.910234	14.18582	0.282319	0.645116	1.06757	2.00499	10.77692
1570	0	-7269.475	-7217.645	-51.83008	2.28471	15.63355	0.325046	0.682234	1.07572	1.917	9.891795
1571	1	-7307.539	-7234.276	-73.26296	2.067851	15.5415	0.301242	0.66204	1.0716	1.96512	11.26947
1572	0	-7286.271	-7233.503	-52.76803	2.139326	17.01581	0.309358	0.669056	1.07311	1.94847	9.928759
1573	1	-7302.747	-7237.949	-64.79832	1.946556	16.15382	0.28681	0.649207	1.06859	1.99539	10.69585
1574	0	-7298.781	-7243.653	-55.12856	2.529304	14.11154	0.349217	0.701615	1.07895	1.87022	10.0454
1575	1	-7279.222	-7217.003	-62.21872	1.947088	14.3846	0.286876	0.649267	1.06861	1.99525	10.55832
1576	0	-7281.174	-7215.715	-65.45874	1.938753	12.4642	0.285852	0.648339	1.06838	1.99743	10.62487
1577	1	-7300.153	-7231.131	-69.02241	2.120698	15.58385	0.307269	0.667264	1.07274	1.95273	10.9943
1578	0	-7304.59	-7230.13	-74.46037	1.946355	14.0317	0.286786	0.649185	1.06859	1.99544	11.41632
1579	1	-7307.261	-7243.23	-64.03143	2.013316	15.47895	0.294859	0.656422	1.07032	1.9784	10.67747
1580	0	-7298.854	-7229.335	-69.51897	2.238734	14.95591	0.320199	0.678215	1.07496	1.92663	11.05476
1581	1	-7301.522	-7235.12	-66.40137	2.286856	15.94817	0.32527	0.682419	1.07575	1.91656	10.80752
1582	0	-7310.897	-7244.254	-66.64251	2.060241	14.24082	0.300361	0.66127	1.07143	1.96694	10.86401
1583	1	-7280.269	-7232.023	-48.24556	1.960114	17.78957	0.288466	0.650704	1.06896	1.99187	9.636446
1584	0	-7296.677	-7231.838	-64.83863	1.992119	13.6423	0.292332	0.654173	1.06979	1.9837	10.71047
1585	1	-7287.991	-7239.037	-48.95428	2.350033	15.1605	0.331761	0.687727	1.07671	1.90381	9.690697
1586	0	-7296.948	-7228.192	-68.75668	2.05022	14.76837	0.299197	0.66025	1.0712	1.96936	11.0085
1587	1	-7287.049	-7242.757	-44.29213	2.572043	17.68241	0.353182	0.704694	1.0794	1.86272	9.417465
1588	0	-7298.412	-7230.529	-67.88328	2.571809	13.45702	0.353161	0.704677	1.0794	1.86276	10.92333
1589	1	-7292.187	-7232.914	-59.27239	2.487342	15.37039	0.345253	0.698509	1.07848	1.87776	10.37096
1590	0	-7275.41	-7216.82	-58.58965	2.45227	13.55578	0.341884	0.695848	1.07806	1.8842	10.24356
1591	1	-7296.915	-7235.463	-61.45261	1.945696	15.35494	0.286705	0.649112	1.06857	1.99561	10.51303
1592	0	-7289.295	-7230.068	-59.22725	1.964203	16.32008	0.288964	0.651152	1.06907	1.99082	10.3445
1593	1	-7298.614	-7240.148	-58.46674	2.132296	15.03745	0.308571	0.668383	1.07297	1.95007	10.31696
1594	0	-7271.307	-7212.23	-59.07741	2.029131	14.50448	0.296727	0.658076	1.0707	1.97449	10.34495
1595	1	-7285.285	-7233.266	-52.01863	2.466013	16.40214	0.343211	0.696898	1.07823	1.88166	9.901482
1596	0	-7292.5	-7224.135	-68.36527	1.653962	14.43784	0.248157	0.612327	1.05832	2.0812	10.98557
1597	1	-7304.723	-7230.382	-74.34082	2.250555	14.92033	0.321455	0.679261	1.07516	1.92413	11.37907
1598	0	-7305.643	-7229.819	-75.82361	1.930787	12.42343	0.28487	0.647446	1.06816	1.99953	11.45223
1599	1	-7295.241	-7229.779	-65.46211	2.955455	16.83383	0.385786	0.729031	1.08229	1.8029	10.6895
1600	0	-7310.302	-7237.175	-73.12638	2.280647	13.76908	0.324622	0.681884	1.07565	1.91784	11.32008
1601	1	-7285.992	-7222.015	-63.97717	2.293752	13.97195	0.325988	0.683009	1.07586	1.91514	10.66652
1602	0	-7292.211	-7227.642	-64.56895	2.167947	15.38789	0.312531	0.671762	1.07368	1.94203	10.71504
1603	1	-7287.537	-7219.746	-67.79111	2.06333	14.31322	0.300719	0.661583	1.0715	1.9662	10.94534
1604	0	-7293.263	-7234.533	-58.73006	2.07796	15.68146	0.302407	0.663056	1.07182	1.96271	10.33239
1605	1	-7302.411	-7234.534	-67.87729	1.771994	17.06872	0.264451	0.628349	1.06308	2.04412	10.81185
1606	0	-7303.671	-7245.995	-57.67556	2.093863	14.41154	0.304228	0.664638	1.07217	1.95896	10.24387
1607	1	-7287.004	-7221.659	-65.34453	1.86465	15.24191	0.276564	0.639803	1.0662	2.01743	10.76978
1608	0	-7273.329	-7226.779	-46.55056	2.24469	16.07016	0.320833	0.678743	1.07506	1.92537	9.565042
1609	1	-7288.634	-7224.541	-64.09345	1.988115	15.44037	0.291852	0.653744	1.06969	1.98471	10.68265
1610	0	-7285.569	-7229.835	-55.7346	2.68687	17.9287	0.363487	0.712571	1.08046	1.84348	10.04778
1611	1	-7281.143	-7216.893	-64.25003	2.201403	13.40075	0.316186	0.674853	1.0743	1.93466	10.64858
1612	0	-7298.525	-7233.036	-65.48966	1.864779	16.30154	0.276581	0.639819	1.06621	2.01739	10.72942
1613	1	-7282.299	-7225.617	-56.68232	2.454459	17.15681	0.342096	0.696015	1.07809	1.8838	10.1511
1614	0	-7311.401	-7243.174	-68.22707	2.066708	14.43384	0.30111	0.661925	1.07157	1.96539	10.97601
1615	1	-7295.626	-7246.076	-49.55061	2.28773	14.61245	0.325361	0.682494	1.07577	1.91638	9.696787
1616	0	-7309.115	-7238.47	-70.64413	2.251263	14.88255	0.32153	0.679323	1.07517	1.92398	11.13264
1617	1	-7279.743	-7225.451	-54.29201	2.497699	17.46444	0.346238	0.699283	1.0786	1.87588	9.995739
1618	0	-7304.732	-7239.349	-65.38385	2.14223	14.21655	0.309681	0.669333	1.07317	1.94781	10.77505
1619	1	-7297.564	-7248.182	-49.38209	2.13159	17.04725	0.308492	0.668315	1.07296	1.95023	9.728892
1620	0	-7289.692	-7226.973	-62.71884	2.875302	14.10043	0.379379	0.724381	1.08183	1.81441	10.58278
1621	1	-7288.003	-7223.508	-64.49569	2.28252	14.53956	0.324818	0.682046	1.07568	1.91745	10.71892
1622	0	-7296.02	-7231.599	-64.4218	1.998171	14.56593	0.293056	0.654819	1.06994	1.98218	10.71411
1623	1	-7285.833	-7230.394	-55.43871	2.091847	16.64452	0.303997	0.664438	1.07213	1.95944	10.10175
1624	0	-7289.056	-7222.663	-66.3928	2.254455	15.98153	0.321868	0.679604	1.07522	1.9233	10.80505
1625	1	-7297.095	-7232.368	-64.72621	2.155921	15.17012	0.311203	0.670632	1.07344	1.94472	10.73083
1626	0	-7278.308	-7226.713	-51.59541	2.217899	16.00868	0.317968	0.67635	1.0746	1.93109	9.879127
1627	1	-7277.013	-7215.559	-61.45364	2.001643	15.53823	0.293471	0.655188	1.07003	1.98131	10.50968
1628	0	-7277.614	-7226.987	-50.62674	2.193906	14.88445	0.315372	0.674167	1.07416	1.9363	9.787724
1629	1	-7294.11	-7224.708	-69.40146	1.911464	14.26856	0.282472	0.645256	1.06761	2.00466	11.05782
1630	0	-7295.531	-7241.265	-54.26599	2.074716	16.19936	0.302033	0.662731	1.07175	1.96348	10.04302
1631	1	-7290.932	-7211.631	-79.30095	1.918635	12.96599	0.283365	0.646073	1.06781	2.00275	11.76361
1632	0	-7305.731	-7237.124	-68.6074	2.329798	14.28133	0.329702	0.686052	1.07641	1.90784	11.00224
1633	1	-7292.058	-7223.163	-68.8953	1.745314	14.21061	0.260854	0.624876	1.06208	2.05219	11.022
1634	0	-7288.309	-7224.952	-63.35709	2.16698	13.16277	0.312424	0.671671	1.07366	1.94225	10.55771
1635	1	-7282.774	-7218.092	-64.68259	1.953108	16.24731	0.287612	0.649933	1.06877	1.99368	10.68321
1636	0	-7282.852	-7227.48	-55.37265	2.118725	14.48422	0.307047	0.667073	1.0727	1.95319	10.08839
1637	1	-7297.723	-7228.774	-68.94952	2.046679	14.15692	0.298784	0.659887	1.07111	1.97021	11.02534
1638	0	-7273.848	-7221.785	-52.0635	1.89962	14.60556	0.28099	0.643897	1.06726	2.00785	9.868308
1639	1	-7275.711	-7224.782	-50.92923	2.042088	16.75648	0.298248	0.659416	1.07101	1.97133	9.828218
1640	0	-7287.751	-7227.113	-60.63836	2.152451	13.49001	0.310818	0.670304	1.07337	1.9455	10.3883
1641	1	-7274.382	-7221.924	-52.45859	2.022	16.66245	0.295887	0.657333	1.07053	1.97625	9.922219
1642	0	-7290.678	-7223.231	-67.44789	2.565043	15.7033	0.352538	0.704195	1.07933	1.86394	10.88717
1643	1	-7287.907	-7222.52	-65.38722	1.824127	14.04132	0.271337	0.634906	1.06489	2.02886	10.77005
1644	0	-7279.82	-7223.876	-55.94424	2.137797	16.26428	0.309187	0.66891	1.07308	1.94882	10.14492
1645	1	-7295.01	-7228.979	-66.0313	2.640729	15.08421	0.359405	0.709473	1.08006	1.85106	10.81899
1646	0	-7284.529	-7222.911	-61.61806	2.094847	15.7954	0.30434	0.664735	1.07219	1.95873	10.51304
1647	1	-7265.549	-7208.873	-56.67589	2.213745	14.39429	0.317521	0.675975	1.07452	1.93198	10.17354
1648	0	-7280.852	-7227.327	-53.52532	2.090939	16.11716	0.303894	0.664348	1.07211	1.95965	9.998492
1649	1	-7292.1	-7231.403	-60.69711	1.862379	14.45582	0.276274	0.639533	1.06613	2.01806	10.45507
1650	0	-7289.423	-7229.643	-59.78025	2.297902	14.4376	0.326418	0.683363	1.07593	1.91429	10.39095
1651	1	-7268.432	-7216.107	-52.32443	2.192497	15.24735	0.315219	0.674038	1.07414	1.93661	9.915708
1652	0	-7296.288	-7235.619	-60.66887	2.121586	15.39848	0.307369	0.66735	1.07275	1.95253	10.46145
1653	1	-7265.396	-7207.555	-57.84121	2.219343	17.31787	0.318123	0.67648	1.07462	1.93078	10.20862
1654	0	-7300.059	-7230.211	-69.84763	2.238033	15.45047	0.320124	0.678153	1.07495	1.92678	11.05478
1655	1	-7284.66	-7223.207	-61.45322	2.027045	13.70297	0.296482	0.657859	1.07065	1.97501	10.46724
1656	0	-7303.167	-7235.436	-67.73098	1.758738	15.46531	0.26267	0.626634	1.06259	2.04811	10.91711
1657	1	-7291.907	-7228.734	-63.17358	2.22016	14.7912	0.318211	0.676554	1.07463	1.9306	10.63055
1658	0	-7286.466	-7221.383	-65.08249	2.332175	14.652	0.329945	0.68625	1.07645	1.90736	10.75983
1659	1	-7298.616	-7221.593	-77.02302	2.099465	12.48692	0.304866	0.66519	1.07229	1.95765	11.55476
1660	0	-7283.552	-7226.333	-57.21925	1.941446	15.08342	0.286183	0.648639	1.06845	1.99672	10.23478
1661	1	-7291.744	-7227.992	-63.75247	2.32089	14.00203	0.32879	0.685307	1.07628	1.90963	10.65186
1662	0	-7299.4	-7233.902	-65.49825	1.932463	13.6705	0.285077	0.647634	1.0682	1.99908	10.76053
1663	1	-7300.571	-7235.805	-64.76578	1.780421	17.08863	0.265576	0.629429	1.06338	2.04161	10.62792
1664	0	-7280.507	-7230.393	-50.11403	2.245303	17.19582	0.320898	0.678797	1.07507	1.92524	9.766917
1665	1	-7280.192	-7221.736	-58.45588	2.522365	12.7001	0.348567	0.701107	1.07888	1.87145	10.11008
1666	0	-7260.262	-7206.58	-53.6817	2.297086	15.79225	0.326334	0.683294	1.07591	1.91446	10.0106
1667	1	-7300.826	-7236.261	-64.56506	2.532244	13.73065	0.349492	0.701829	1.07898	1.86969	10.69603
1668	0	-7270.472	-7214.105	-56.36706	2.318355	13.2816	0.32853	0.685094	1.07624	1.91014	10.04411
1669	1	-7291.385	-7229.022	-62.36266	2.102413	15.02541	0.305201	0.66548	1.07235	1.95697	10.57609
1670	0	-7269.346	-7214.944	-54.40225	2.260557	14.86833	0.322513	0.680139	1.07533	1.92202	10.04075
1671	1	-7300.9	-7231.154	-69.74651	2.269803	14.86634	0.323486	0.680945	1.07548	1.92009	11.07282
1672	0	-7273.392	-7226.935	-46.45685	2.069152	16.50073	0.301392	0.662171	1.07163	1.96481	9.562537
1673	1	-7294.098	-7237.975	-56.12295	2.321223	13.66758	0.328824	0.685335	1.07628	1.90956	10.0744
1674	0	-7282.455	-7221.348	-61.10664	2.377026	13.6471	0.334479	0.689925	1.07709	1.89851	10.43731
1675	1	-7308.572	-7242.335	-66.23662	2.242263	15.6427	0.320575	0.678528	1.07502	1.92588	10.81289
1676	0	-7307.416	-7236.889	-70.52721	2.371688	15.60065	0.333944	0.689494	1.07701	1.89955	11.08982
1677	1	-7274.481	-7215.571	-58.91008	2.31475	14.4816	0.328159	0.684791	1.07618	1.91087	10.33251
1678	0	-7294.393	-7236.299	-58.09362	2.059704	15.88524	0.300299	0.661216	1.07141	1.96707	10.28807
1679	1	-7292.548	-7237.37	-55.17757	2.238445	14.43008	0.320168	0.678189	1.07495	1.92669	10.07169
1680	0	-7291.559	-7239.246	-52.31263	2.573395	14.99697	0.353306	0.70479	1.07941	1.86249	9.906054
1681	1	-7291.074	-7238.376	-52.69782	2.378764	15.35686	0.334653	0.690065	1.07711	1.89817	9.942916
1682	0	-7279.484	-7231.991	-47.4929	2.181506	15.27771	0.314019	0.673024	1.07393	1.93902	9.600322
1683	1	-7284.027	-7231.304	-52.72263	2.055507	17.0441	0.299812	0.660789	1.07132	1.96808	9.924975
1684	0	-7290.05	-7227.059	-62.99019	2.126496	13.58811	0.307921	0.667824	1.07285	1.9514	10.57078
1685	1	-7285.938	-7221.846	-64.09222	1.8459	15.86198	0.274159	0.637558	1.06561	2.02267	10.66675
1686	0	-7284.568	-7226.841	-57.7273	2.057272	15.01566	0.300017	0.660969	1.07136	1.96766	10.26743
1687	1	-7277.597	-7216.21	-61.38665	2.136045	16.71456	0.308991	0.668742	1.07305	1.94922	10.45489
1688	0	-7281.024	-7227.62	-53.40328	2.54701	16.57358	0.350869	0.7029	1.07914	1.86709	9.981546
1689	1	-7291.243	-7230.669	-60.57446	1.949272	15.99176	0.287143	0.649509	1.06867	1.99468	10.44062
1690	0	-7289.542	-7236.42	-53.12214	2.19308	15.8436	0.315282	0.674091	1.07415	1.93648	9.975175
1691	1	-7281.779	-7222.532	-59.24617	2.068121	15.56436	0.301273	0.662067	1.0716	1.96506	10.36725
1692	0	-7274.37	-7225.079	-49.29124	2.436175	19.39238	0.340321	0.694605	1.07787	1.88721	9.593586
1693	1	-7287.419	-7235.057	-52.36207	2.096976	15.51998	0.304582	0.664945	1.07224	1.95824	9.924286
1694	0	-7300.606	-7242.042	-58.56472	1.901813	17.44506	0.281265	0.644149	1.06733	2.00726	10.24174
1695	1	-7266.277	-7220.868	-45.40885	2.259247	17.15034	0.322374	0.680024	1.0753	1.9223	9.494137
1696	0	-7297.447	-7230.492	-66.95511	2.139496	14.20664	0.309376	0.669072	1.07312	1.94843	10.8854
1697	1	-7287.406	-7225.359	-62.04683	1.677359	16.17777	0.251467	0.615642	1.05934	2.07355	10.52438
1698	0	-7305.921	-7241.238	-64.68362	1.878623	15.35759	0.278342	0.641453	1.06663	2.01357	10.72338
1699	1	-7280.349	-7232.992	-47.35674	2.170823	16.69749	0.312847	0.672031	1.07373	1.94139	9.615687
1700	0	-7286.063	-7231.601	-54.46245	2.373925	17.09278	0.334168	0.689675	1.07704	1.89911	10.02479
1701	1	-7287.267	-7234.159	-53.10755	2.215514	16.91732	0.317711	0.676135	1.07455	1.9316	9.952551
1702	0	-7289.639	-7237.057	-52.58193	2.527841	16.54922	0.34908	0.701508	1.07894	1.87047	9.932592
1703	1	-7327.963	-7258.351	-69.61148	1.996404	14.59429	0.292845	0.654631	1.0699	1.98262	11.06995
1704	0	-7290.756	-7240.963	-49.7928	2.279061	17.40476	0.324456	0.681747	1.07563	1.91817	9.74053
1705	1	-7328.533	-7259.071	-69.46175	2.293148	15.27494	0.325925	0.682958	1.07585	1.91527	11.03842
1706	0	-7319.456	-7254.528	-64.92807	2.187939	14.62528	0.314722	0.673618	1.07405	1.93761	10.7492
1707	1	-7312.824	-7247.318	-65.50548	2.116375	17.73158	0.306782	0.666844	1.07265	1.95373	10.61237
1708	0	-7297.951	-7231.351	-66.60073	2.545271	18.67253	0.350707	0.702775	1.07912	1.86739	10.57199
1709	1	-7301.682	-7231.097	-70.58518	1.969256	14.7283	0.289577	0.651704	1.0692	1.98952	11.13344
1710	0	-7296.2	-7232.983	-63.21658	2.098303	17.07189	0.304733	0.665076	1.07227	1.95793	10.53855
1711	1	-7299.303	-7232.302	-67.00063	2.016324	16.07278	0.295216	0.656738	1.07039	1.97765	10.83742
1712	0	-7290.4	-7237.002	-53.39784	2.301289	14.28343	0.326769	0.683652	1.07598	1.9136	9.937409
1713	1	-7293.439	-7229.5	-63.93942	2.417116	15.71034	0.338455	0.693118	1.07762	1.89081	10.66347
1714	0	-7290.089	-7243.021	-47.0678	2.08949	19.51938	0.303728	0.664205	1.07208	1.95999	9.469798
1715	1	-7284.55	-7218.976	-65.57338	1.882068	13.51214	0.278779	0.641857	1.06674	2.01263	10.75571
1716	0	-7295.961	-7234.258	-61.70298	2.253296	12.66822	0.321745	0.679502	1.0752	1.92355	10.3604
1717	1	-7301.129	-7233.392	-67.73658	2.172232	14.16457	0.313002	0.672162	1.07376	1.94108	10.93979
1718	0	-7293.388	-7224.834	-68.55407	1.843946	14.60457	0.273907	0.637322	1.06554	2.02323	10.99738
1719	1	-7279.574	-7222.74	-56.8332	1.980499	15.65881	0.290936	0.652924	1.06949	1.98665	10.21162
1720	0	-7314.529	-7246.423	-68.10546	2.026845	14.81536	0.296458	0.657838	1.07065	1.97506	10.96351
1721	1	-7303.704	-7232.611	-71.09339	2.065282	16.72748	0.300945	0.661781	1.07154	1.96573	11.03438
1722	0	-7294.796	-7223.847	-70.94922	1.68602	14.49724	0.252682	0.616851	1.05971	2.07076	11.16358
1723	1	-7315.139	-7247.936	-67.20325	1.954968	14.30713	0.287839	0.650138	1.06882	1.9932	10.9042
1724	0	-7280.509	-7220.645	-59.86375	2.21693	14.34995	0.317864	0.676262	1.07458	1.9313	10.39313
1725	1	-7301.662	-7231.284	-70.37819	2.184217	13.46743	0.314316	0.673275	1.07398	1.93843	11.10923
1726	0	-7273.442	-7218.784	-54.65778	2.316356	16.36678	0.328324	0.684926	1.07621	1.91054	10.06333
1727	1	-7286.561	-7226.181	-60.38002	2.336601	14.90956	0.330397	0.686617	1.07651	1.90647	10.44327
1728	0	-7284.087	-7225.876	-58.21118	2.204573	15.27477	0.31653	0.675142	1.07436	1.93397	10.30188
1729	1	-7301.157	-7231.148	-70.00896	1.951552	16.77465	0.287422	0.649761	1.06873	1.99409	10.96517
1730	0	-7292.263	-7229.426	-62.83703	2.376472	14.68719	0.334423	0.68988	1.07708	1.89862	10.60698
1731	1	-7308.13	-7243.78	-64.35019	1.90137	13.41773	0.28121	0.644098	1.06731	2.00738	10.65751
1732	0	-7289.348	-7236.075	-53.27256	1.942535	15.4812	0.286317	0.64876	1.06848	1.99644	9.982441
1733	1	-7294.112	-7239.318	-54.79356	2.175607	15.16945	0.313373	0.672476	1.07382	1.94033	10.07606
